2020-06-26 23:34:15 0
2020-06-26 23:34:23 0
2020-06-26 23:34:34 0
2020-06-26 23:35:07 0
2020-06-26 23:35:18 0
2020-06-26 23:35:29 0
2020-06-26 23:35:37 1
2020-06-26 23:35:44 1
2020-06-26 23:35:51 1
2020-06-26 23:35:58 1
2020-06-26 23:36:05 1
2020-06-26 23:36:12 1
2020-06-26 23:36:19 1
2020-06-26 23:36:26 1
2020-06-26 23:36:33 1
2020-06-26 23:36:40 1
2020-06-26 23:36:47 1
2020-06-26 23:36:54 1
2020-06-26 23:37:01 1
2020-06-26 23:37:08 1
2020-06-26 23:37:15 1
2020-06-26 23:37:22 1
2020-06-26 23:37:29 1
2020-06-26 23:37:36 1
2020-06-26 23:37:43 1
2020-06-26 23:37:57 1
2020-06-26 23:38:04 1
2020-06-26 23:38:12 1
2020-06-26 23:38:19 1
2020-06-26 23:38:26 1
2020-06-26 23:38:30 1
2020-06-26 23:38:35 1
2020-06-26 23:38:39 1
2020-06-26 23:38:43 1
2020-06-26 23:38:47 1
2020-06-26 23:38:51 1
2020-06-26 23:38:55 1
2020-06-26 23:38:59 1
2020-06-26 23:39:03 1
2020-06-26 23:39:07 1
2020-06-26 23:39:11 1
2020-06-26 23:39:15 1
2020-06-26 23:39:19 1
2020-06-26 23:39:24 1
2020-06-26 23:39:28 1
2020-06-26 23:39:33 1
2020-06-26 23:39:37 1
2020-06-26 23:39:41 1
2020-06-26 23:39:46 1
2020-06-26 23:39:50 1
2020-06-26 23:39:54 1
2020-06-26 23:39:58 1
2020-06-26 23:40:03 1
2020-06-26 23:40:07 1
2020-06-26 23:40:11 1
2020-06-26 23:40:16 1
2020-06-26 23:40:24 0
2020-06-26 23:40:32 0
2020-06-26 23:40:40 0
2020-06-26 23:40:48 0
2020-06-26 23:40:56 0
2020-06-26 23:41:04 0
2020-06-26 23:41:12 0
2020-06-26 23:41:20 0
2020-06-26 23:41:28 0
2020-06-26 23:41:36 0
2020-06-26 23:41:44 0
2020-06-26 23:41:52 0
2020-06-26 23:42:00 0
2020-06-26 23:42:08 0
2020-06-26 23:42:16 0
2020-06-26 23:42:24 0
2020-06-26 23:42:32 0
2020-06-26 23:42:40 0
2020-06-26 23:42:48 0
2020-06-26 23:42:56 0
2020-06-26 23:43:04 0
2020-06-26 23:43:12 0
